Match ID,Date,Event,Winner,Loser,Title Match
4,29-10-2023,Backlash,Naomi,Charlotte Flair,No
5,05-11-2023,Money in the Bank,Finn Balor,Ricochet,Yes
6,01-01-2023,Royal Rumble,Kofi Kingston,Xavier Woods,Yes
7,08-01-2023,Elimination Chamber,Big E,Big E,No
8,15-01-2023,WrestleMania,Xavier Woods,Kofi Kingston,Yes
9,22-01-2023,Backlash,Ricochet,Finn Balor,No
10,29-01-2023,Money in the Bank,Aleister Black,Velveteen Dream,Yes
11,05-02-2023,SummerSlam,Tommaso Ciampa,Johnny Gargano,No
12,12-02-2023,Survivor Series,Johnny Gargano,Tommaso Ciampa,Yes
13,19-02-2023,Extreme Rules,Adam Cole,Aleister Black,No
14,26-02-2023,Hell in a Cell,Velveteen Dream,Adam Cole,Yes
15,05-03-2023,Fastlane,Keith Lee,Roderick Strong,No
16,12-03-2023,Royal Rumble,Damian Priest,Dexter Lumis,Yes
17,19-03-2023,Elimination Chamber,Dexter Lumis,Bronson Reed,No
18,26-03-2023,WrestleMania,Bronson Reed,Damian Priest,Yes
19,02-04-2023,Backlash,Roderick Strong,Keith Lee,No
20,09-04-2023,Money in the Bank,Kyle O'Reilly,Gunther,Yes
21,16-04-2023,SummerSlam,Pete Dunne,Walter,No
22,23-04-2023,Survivor Series,Ilja Dragunov,Ilja Dragunov,Yes
23,30-04-2023,Extreme Rules,Walter,Pete Dunne,No
24,07-05-2023,Hell in a Cell,Gunther,Kyle O'Reilly,Yes
25,14-05-2023,Fastlane,Jinder Mahal,Shelton Benjamin,No
26,21-05-2023,Royal Rumble,R-Truth,Cedric Alexander,Yes
27,28-05-2023,Elimination Chamber,Titus O'Neil,Titus O'Neil,No
28,04-06-2023,WrestleMania,Cedric Alexander,R-Truth,Yes
29,11-06-2023,Backlash,Shelton Benjamin,Jinder Mahal,No
30,18-06-2023,Money in the Bank,The Miz,Elias,Yes
31,25-06-2023,SummerSlam,Morrison,Matt Hardy,No
32,02-07-2023,Survivor Series,Jeff Hardy,Jeff Hardy,Yes
33,09-07-2023,Extreme Rules,John Cena,AJ Styles,No
34,16-07-2023,Hell in a Cell,Roman Reigns,Seth Rollins,Yes
35,23-07-2023,Fastlane,Brock Lesnar,Roman Reigns,No
36,30-07-2023,Royal Rumble,Seth Rollins,Brock Lesnar,Yes
37,06-08-2023,Elimination Chamber,Randy Orton,John Cena,No
38,13-08-2023,WrestleMania,AJ Styles,Bobby Lashley,Yes
39,20-08-2023,Backlash,Edge,Kevin Owens,No
40,27-08-2023,Money in the Bank,Drew McIntyre,Drew McIntyre,Yes
41,03-09-2023,SummerSlam,Kevin Owens,Edge,No
42,10-09-2023,Survivor Series,Bobby Lashley,Randy Orton,Yes
43,17-09-2023,Extreme Rules,Charlotte Flair,Naomi,No
44,24-09-2023,Hell in a Cell,Becky Lynch,Asuka,Yes
45,01-10-2023,Fastlane,Sasha Banks,Bayley,No
46,08-10-2023,Royal Rumble,Bayley,Sasha Banks,Yes
47,15-10-2023,Elimination Chamber,Asuka,Shayna Baszler,No
48,22-10-2023,WrestleMania,Shayna Baszler,Liv Morgan,Yes
49,29-10-2023,Backlash,Nia Jax,Nia Jax,No
50,05-11-2023,Money in the Bank,Rhea Ripley,Rhea Ripley,Yes
1,01-01-2023,Royal Rumble,Liv Morgan,Becky Lynch,Yes
2,08-01-2023,Elimination Chamber,Naomi,Charlotte Flair,No
3,15-01-2023,WrestleMania,Finn Balor,Ricochet,Yes
4,22-01-2023,Backlash,Kofi Kingston,Xavier Woods,No
5,29-01-2023,Money in the Bank,Big E,Big E,Yes
6,05-02-2023,SummerSlam,Xavier Woods,Kofi Kingston,No
7,12-02-2023,Survivor Series,Ricochet,Finn Balor,Yes
8,19-02-2023,Extreme Rules,Aleister Black,Velveteen Dream,No
9,26-02-2023,Hell in a Cell,Tommaso Ciampa,Johnny Gargano,Yes
10,05-03-2023,Fastlane,Johnny Gargano,Tommaso Ciampa,No
11,12-03-2023,Royal Rumble,Adam Cole,Aleister Black,Yes
12,19-03-2023,Elimination Chamber,Velveteen Dream,Adam Cole,No
13,26-03-2023,WrestleMania,Keith Lee,Roderick Strong,Yes
14,02-04-2023,Backlash,Damian Priest,Dexter Lumis,No
15,09-04-2023,Money in the Bank,Dexter Lumis,Bronson Reed,Yes
16,16-04-2023,SummerSlam,Bronson Reed,Damian Priest,No
17,23-04-2023,Survivor Series,Roderick Strong,Keith Lee,Yes
18,30-04-2023,Extreme Rules,Kyle O'Reilly,Gunther,No
19,07-05-2023,Hell in a Cell,Pete Dunne,Walter,Yes
20,14-05-2023,Fastlane,Ilja Dragunov,Ilja Dragunov,No
21,21-05-2023,Royal Rumble,Walter,Pete Dunne,Yes
22,28-05-2023,Elimination Chamber,Gunther,Kyle O'Reilly,No
23,04-06-2023,WrestleMania,Jinder Mahal,Shelton Benjamin,Yes
24,11-06-2023,Backlash,R-Truth,Cedric Alexander,No
25,18-06-2023,Money in the Bank,Titus O'Neil,Titus O'Neil,Yes
26,25-06-2023,SummerSlam,Cedric Alexander,R-Truth,No
27,02-07-2023,Survivor Series,Shelton Benjamin,Jinder Mahal,Yes
28,09-07-2023,Extreme Rules,The Miz,Elias,No
29,16-07-2023,Hell in a Cell,Morrison,Matt Hardy,Yes
30,23-07-2023,Fastlane,Jeff Hardy,Jeff Hardy,No
31,30-07-2023,Royal Rumble,John Cena,AJ Styles,Yes
32,06-08-2023,Elimination Chamber,Roman Reigns,Seth Rollins,No
33,13-08-2023,WrestleMania,Brock Lesnar,Roman Reigns,Yes
34,20-08-2023,Backlash,Seth Rollins,Brock Lesnar,No
35,27-08-2023,Money in the Bank,Randy Orton,John Cena,Yes
36,03-09-2023,SummerSlam,AJ Styles,Bobby Lashley,No
37,10-09-2023,Survivor Series,Edge,Kevin Owens,Yes
38,17-09-2023,Extreme Rules,Drew McIntyre,Drew McIntyre,No
39,24-09-2023,Hell in a Cell,Kevin Owens,Edge,Yes
40,01-10-2023,Fastlane,Bobby Lashley,Randy Orton,No
41,08-10-2023,Royal Rumble,Charlotte Flair,Naomi,Yes
42,15-10-2023,Elimination Chamber,Becky Lynch,Asuka,No
43,22-10-2023,WrestleMania,Sasha Banks,Bayley,Yes
44,29-10-2023,Backlash,Bayley,Sasha Banks,No
45,05-11-2023,Money in the Bank,Asuka,Shayna Baszler,Yes
46,01-01-2023,Royal Rumble,Shayna Baszler,Liv Morgan,Yes
47,08-01-2023,Elimination Chamber,Nia Jax,Nia Jax,No
48,15-01-2023,WrestleMania,Rhea Ripley,Rhea Ripley,Yes
49,22-01-2023,Backlash,Liv Morgan,Becky Lynch,No
50,29-01-2023,Money in the Bank,Naomi,Charlotte Flair,Yes
1,05-02-2023,SummerSlam,Finn Balor,Ricochet,No
2,12-02-2023,Survivor Series,Kofi Kingston,Xavier Woods,Yes
3,19-02-2023,Extreme Rules,Big E,Big E,No
4,26-02-2023,Hell in a Cell,Xavier Woods,Kofi Kingston,Yes
5,05-03-2023,Fastlane,Ricochet,Finn Balor,No
6,12-03-2023,Royal Rumble,Aleister Black,Velveteen Dream,Yes
7,19-03-2023,Elimination Chamber,Tommaso Ciampa,Johnny Gargano,No
8,26-03-2023,WrestleMania,Johnny Gargano,Tommaso Ciampa,Yes
9,02-04-2023,Backlash,Adam Cole,Aleister Black,No
10,09-04-2023,Money in the Bank,Velveteen Dream,Adam Cole,Yes
11,16-04-2023,SummerSlam,Keith Lee,Roderick Strong,No
12,23-04-2023,Survivor Series,Damian Priest,Dexter Lumis,Yes
13,30-04-2023,Extreme Rules,Dexter Lumis,Bronson Reed,No
14,07-05-2023,Hell in a Cell,Bronson Reed,Damian Priest,Yes
15,14-05-2023,Fastlane,Roderick Strong,Keith Lee,No
16,21-05-2023,Royal Rumble,Kyle O'Reilly,Gunther,Yes
17,28-05-2023,Elimination Chamber,Pete Dunne,Walter,No
18,04-06-2023,WrestleMania,Ilja Dragunov,Ilja Dragunov,Yes
19,11-06-2023,Backlash,Walter,Pete Dunne,No
20,18-06-2023,Money in the Bank,Gunther,Kyle O'Reilly,Yes
21,25-06-2023,SummerSlam,Jinder Mahal,Shelton Benjamin,No
22,02-07-2023,Survivor Series,R-Truth,Cedric Alexander,Yes
23,09-07-2023,Extreme Rules,Titus O'Neil,Titus O'Neil,No
24,16-07-2023,Hell in a Cell,Cedric Alexander,R-Truth,Yes
25,23-07-2023,Fastlane,Shelton Benjamin,Jinder Mahal,No
26,30-07-2023,Royal Rumble,The Miz,Elias,Yes
27,06-08-2023,Elimination Chamber,Morrison,Matt Hardy,No
28,13-08-2023,WrestleMania,Jeff Hardy,Jeff Hardy,Yes
29,20-08-2023,Backlash,John Cena,AJ Styles,No
30,27-08-2023,Money in the Bank,Roman Reigns,Seth Rollins,Yes
31,03-09-2023,SummerSlam,Brock Lesnar,Roman Reigns,No
32,10-09-2023,Survivor Series,Seth Rollins,Brock Lesnar,Yes
33,17-09-2023,Extreme Rules,Randy Orton,John Cena,No
34,24-09-2023,Hell in a Cell,AJ Styles,Bobby Lashley,Yes
35,01-10-2023,Fastlane,Edge,Kevin Owens,No
36,08-10-2023,Royal Rumble,Drew McIntyre,Drew McIntyre,Yes
37,15-10-2023,Elimination Chamber,Kevin Owens,Edge,No
38,22-10-2023,WrestleMania,Bobby Lashley,Randy Orton,Yes
39,29-10-2023,Backlash,Charlotte Flair,Naomi,No
40,05-11-2023,Money in the Bank,Becky Lynch,Asuka,Yes
41,01-01-2023,Royal Rumble,Sasha Banks,Bayley,Yes
42,08-01-2023,Elimination Chamber,Bayley,Sasha Banks,No
43,15-01-2023,WrestleMania,Asuka,Shayna Baszler,Yes
44,22-01-2023,Backlash,Shayna Baszler,Liv Morgan,No
45,29-01-2023,Money in the Bank,Nia Jax,Nia Jax,Yes
46,05-02-2023,SummerSlam,Rhea Ripley,Rhea Ripley,No
47,12-02-2023,Survivor Series,Liv Morgan,Becky Lynch,Yes
48,19-02-2023,Extreme Rules,Naomi,Charlotte Flair,No
49,26-02-2023,Hell in a Cell,Finn Balor,Ricochet,Yes
50,05-03-2023,Fastlane,Kofi Kingston,Xavier Woods,No
1,12-03-2023,Royal Rumble,Big E,Big E,Yes
2,19-03-2023,Elimination Chamber,Xavier Woods,Kofi Kingston,No
3,26-03-2023,WrestleMania,Ricochet,Finn Balor,Yes
4,02-04-2023,Backlash,Aleister Black,Velveteen Dream,No
5,09-04-2023,Money in the Bank,Tommaso Ciampa,Johnny Gargano,Yes
6,16-04-2023,SummerSlam,Johnny Gargano,Tommaso Ciampa,No
7,23-04-2023,Survivor Series,Adam Cole,Aleister Black,Yes
8,30-04-2023,Extreme Rules,Velveteen Dream,Adam Cole,No
9,07-05-2023,Hell in a Cell,Keith Lee,Roderick Strong,Yes
10,14-05-2023,Fastlane,Damian Priest,Dexter Lumis,No
11,21-05-2023,Royal Rumble,Dexter Lumis,Bronson Reed,Yes
12,28-05-2023,Elimination Chamber,Bronson Reed,Damian Priest,No
13,04-06-2023,WrestleMania,Roderick Strong,Keith Lee,Yes
14,11-06-2023,Backlash,Kyle O'Reilly,Gunther,No
15,18-06-2023,Money in the Bank,Pete Dunne,Walter,Yes
16,25-06-2023,SummerSlam,Ilja Dragunov,Ilja Dragunov,No
17,02-07-2023,Survivor Series,Walter,Pete Dunne,Yes
18,09-07-2023,Extreme Rules,Gunther,Kyle O'Reilly,No
19,16-07-2023,Hell in a Cell,Jinder Mahal,Shelton Benjamin,Yes
20,23-07-2023,Fastlane,R-Truth,Cedric Alexander,No
21,30-07-2023,Royal Rumble,Titus O'Neil,Titus O'Neil,Yes
22,06-08-2023,Elimination Chamber,Cedric Alexander,R-Truth,No
23,13-08-2023,WrestleMania,Shelton Benjamin,Jinder Mahal,Yes
24,20-08-2023,Backlash,The Miz,Elias,No
25,27-08-2023,Money in the Bank,Morrison,Matt Hardy,Yes
26,03-09-2023,SummerSlam,Jeff Hardy,Jeff Hardy,No
27,10-09-2023,Survivor Series,John Cena,AJ Styles,Yes
28,17-09-2023,Extreme Rules,Roman Reigns,Seth Rollins,No
29,24-09-2023,Hell in a Cell,Brock Lesnar,Roman Reigns,Yes
30,01-10-2023,Fastlane,Seth Rollins,Brock Lesnar,No
31,08-10-2023,Royal Rumble,Randy Orton,John Cena,Yes
32,15-10-2023,Elimination Chamber,AJ Styles,Bobby Lashley,No
33,22-10-2023,WrestleMania,Edge,Kevin Owens,Yes
34,29-10-2023,Backlash,Drew McIntyre,Drew McIntyre,No
35,05-11-2023,Money in the Bank,Kevin Owens,Edge,Yes
36,01-01-2023,Royal Rumble,Bobby Lashley,Randy Orton,Yes
37,08-01-2023,Elimination Chamber,Charlotte Flair,Naomi,No
38,15-01-2023,WrestleMania,Becky Lynch,Asuka,Yes
39,22-01-2023,Backlash,Sasha Banks,Bayley,No
40,29-01-2023,Money in the Bank,Bayley,Sasha Banks,Yes
41,05-02-2023,SummerSlam,Asuka,Shayna Baszler,No
42,12-02-2023,Survivor Series,Shayna Baszler,Liv Morgan,Yes
43,19-02-2023,Extreme Rules,Nia Jax,Nia Jax,No
44,26-02-2023,Hell in a Cell,Rhea Ripley,Rhea Ripley,Yes
45,05-03-2023,Fastlane,Liv Morgan,Becky Lynch,No
46,12-03-2023,Royal Rumble,Naomi,Charlotte Flair,Yes
47,19-03-2023,Elimination Chamber,Finn Balor,Ricochet,No
48,26-03-2023,WrestleMania,Kofi Kingston,Xavier Woods,Yes
49,02-04-2023,Backlash,Big E,Big E,No
50,09-04-2023,Money in the Bank,Xavier Woods,Kofi Kingston,Yes
1,16-04-2023,SummerSlam,Ricochet,Finn Balor,No
2,23-04-2023,Survivor Series,Aleister Black,Velveteen Dream,Yes
3,30-04-2023,Extreme Rules,Tommaso Ciampa,Johnny Gargano,No
4,07-05-2023,Hell in a Cell,Johnny Gargano,Tommaso Ciampa,Yes
5,14-05-2023,Fastlane,Adam Cole,Aleister Black,No
6,21-05-2023,Royal Rumble,Velveteen Dream,Adam Cole,Yes
7,28-05-2023,Elimination Chamber,Keith Lee,Roderick Strong,No
8,04-06-2023,WrestleMania,Damian Priest,Dexter Lumis,Yes
9,11-06-2023,Backlash,Dexter Lumis,Bronson Reed,No
10,18-06-2023,Money in the Bank,Bronson Reed,Damian Priest,Yes
11,25-06-2023,SummerSlam,Roderick Strong,Keith Lee,No
12,02-07-2023,Survivor Series,Kyle O'Reilly,Gunther,Yes
13,09-07-2023,Extreme Rules,Pete Dunne,Walter,No
14,16-07-2023,Hell in a Cell,Ilja Dragunov,Ilja Dragunov,Yes
15,23-07-2023,Fastlane,Walter,Pete Dunne,No
16,30-07-2023,Royal Rumble,Gunther,Kyle O'Reilly,Yes
17,06-08-2023,Elimination Chamber,Jinder Mahal,Shelton Benjamin,No
18,13-08-2023,WrestleMania,R-Truth,Cedric Alexander,Yes
19,20-08-2023,Backlash,Titus O'Neil,Titus O'Neil,No
20,27-08-2023,Money in the Bank,Cedric Alexander,R-Truth,Yes
21,03-09-2023,SummerSlam,Shelton Benjamin,Jinder Mahal,No
22,10-09-2023,Survivor Series,The Miz,Elias,Yes
23,17-09-2023,Extreme Rules,Morrison,Matt Hardy,No
24,24-09-2023,Hell in a Cell,Jeff Hardy,Jeff Hardy,Yes
25,01-10-2023,Fastlane,John Cena,AJ Styles,No
26,08-10-2023,Royal Rumble,Roman Reigns,Seth Rollins,Yes
27,15-10-2023,Elimination Chamber,Brock Lesnar,Roman Reigns,No
28,22-10-2023,WrestleMania,Seth Rollins,Brock Lesnar,Yes
29,29-10-2023,Backlash,Randy Orton,John Cena,No
30,05-11-2023,Money in the Bank,AJ Styles,Bobby Lashley,Yes
31,01-01-2023,Royal Rumble,Edge,Kevin Owens,Yes
32,08-01-2023,Elimination Chamber,Drew McIntyre,Drew McIntyre,No
33,15-01-2023,WrestleMania,Kevin Owens,Edge,Yes
34,22-01-2023,Backlash,Bobby Lashley,Randy Orton,No
35,29-01-2023,Money in the Bank,Charlotte Flair,Naomi,Yes
36,05-02-2023,SummerSlam,Becky Lynch,Asuka,No
37,12-02-2023,Survivor Series,Sasha Banks,Bayley,Yes
38,19-02-2023,Extreme Rules,Bayley,Sasha Banks,No
39,26-02-2023,Hell in a Cell,Asuka,Shayna Baszler,Yes
40,05-03-2023,Fastlane,Shayna Baszler,Liv Morgan,No
41,12-03-2023,Royal Rumble,Nia Jax,Nia Jax,Yes
42,19-03-2023,Elimination Chamber,Rhea Ripley,Rhea Ripley,No
43,26-03-2023,WrestleMania,Liv Morgan,Becky Lynch,Yes
44,02-04-2023,Backlash,Naomi,Charlotte Flair,No
45,09-04-2023,Money in the Bank,Finn Balor,Ricochet,Yes
46,16-04-2023,SummerSlam,Kofi Kingston,Xavier Woods,No
47,23-04-2023,Survivor Series,Big E,Big E,Yes
48,30-04-2023,Extreme Rules,Xavier Woods,Kofi Kingston,No
49,07-05-2023,Hell in a Cell,Ricochet,Finn Balor,Yes
50,14-05-2023,Fastlane,Aleister Black,Velveteen Dream,No
1,21-05-2023,Royal Rumble,Tommaso Ciampa,Johnny Gargano,Yes
2,28-05-2023,Elimination Chamber,Johnny Gargano,Tommaso Ciampa,No
3,04-06-2023,WrestleMania,Adam Cole,Aleister Black,Yes
4,11-06-2023,Backlash,Velveteen Dream,Adam Cole,No
5,18-06-2023,Money in the Bank,Keith Lee,Roderick Strong,Yes
6,25-06-2023,SummerSlam,Damian Priest,Dexter Lumis,No
7,02-07-2023,Survivor Series,Dexter Lumis,Bronson Reed,Yes
8,09-07-2023,Extreme Rules,Bronson Reed,Damian Priest,No
9,16-07-2023,Hell in a Cell,Roderick Strong,Keith Lee,Yes
10,23-07-2023,Fastlane,Kyle O'Reilly,Gunther,No
11,30-07-2023,Royal Rumble,Pete Dunne,Walter,Yes
12,06-08-2023,Elimination Chamber,Ilja Dragunov,Ilja Dragunov,No
13,13-08-2023,WrestleMania,Walter,Pete Dunne,Yes
14,20-08-2023,Backlash,Gunther,Kyle O'Reilly,No
15,27-08-2023,Money in the Bank,Jinder Mahal,Shelton Benjamin,Yes
16,03-09-2023,SummerSlam,R-Truth,Cedric Alexander,No
17,10-09-2023,Survivor Series,Titus O'Neil,Titus O'Neil,Yes
18,17-09-2023,Extreme Rules,Cedric Alexander,R-Truth,No
19,24-09-2023,Hell in a Cell,Shelton Benjamin,Jinder Mahal,Yes
20,01-10-2023,Fastlane,The Miz,Elias,No
21,08-10-2023,Royal Rumble,Morrison,Matt Hardy,Yes
22,15-10-2023,Elimination Chamber,Jeff Hardy,Jeff Hardy,No
23,22-10-2023,WrestleMania,John Cena,AJ Styles,Yes
24,29-10-2023,Backlash,Roman Reigns,Seth Rollins,No
25,05-11-2023,Money in the Bank,Brock Lesnar,Roman Reigns,Yes
26,01-01-2023,Royal Rumble,Seth Rollins,Brock Lesnar,Yes
27,08-01-2023,Elimination Chamber,Randy Orton,John Cena,No
28,15-01-2023,WrestleMania,AJ Styles,Bobby Lashley,Yes
29,22-01-2023,Backlash,Edge,Kevin Owens,No
30,29-01-2023,Money in the Bank,Drew McIntyre,Drew McIntyre,Yes
31,05-02-2023,SummerSlam,Kevin Owens,Edge,No
32,12-02-2023,Survivor Series,Bobby Lashley,Randy Orton,Yes
33,19-02-2023,Extreme Rules,Charlotte Flair,Naomi,No
34,26-02-2023,Hell in a Cell,Becky Lynch,Asuka,Yes
35,05-03-2023,Fastlane,Sasha Banks,Bayley,No
36,12-03-2023,Royal Rumble,Bayley,Sasha Banks,Yes
37,19-03-2023,Elimination Chamber,Asuka,Shayna Baszler,No
38,26-03-2023,WrestleMania,Shayna Baszler,Liv Morgan,Yes
39,02-04-2023,Backlash,Nia Jax,Nia Jax,No
40,09-04-2023,Money in the Bank,Rhea Ripley,Rhea Ripley,Yes
41,16-04-2023,SummerSlam,Liv Morgan,Becky Lynch,No
42,23-04-2023,Survivor Series,Naomi,Charlotte Flair,Yes
43,30-04-2023,Extreme Rules,Finn Balor,Ricochet,No
44,07-05-2023,Hell in a Cell,Kofi Kingston,Xavier Woods,Yes
45,14-05-2023,Fastlane,Big E,Big E,No
46,21-05-2023,Royal Rumble,Xavier Woods,Kofi Kingston,Yes
47,28-05-2023,Elimination Chamber,Ricochet,Finn Balor,No
48,04-06-2023,WrestleMania,Aleister Black,Velveteen Dream,Yes
49,11-06-2023,Backlash,Tommaso Ciampa,Johnny Gargano,No
50,18-06-2023,Money in the Bank,Johnny Gargano,Tommaso Ciampa,Yes
1,25-06-2023,SummerSlam,Adam Cole,Aleister Black,No
2,02-07-2023,Survivor Series,Velveteen Dream,Adam Cole,Yes
3,09-07-2023,Extreme Rules,Keith Lee,Roderick Strong,No
4,16-07-2023,Hell in a Cell,Damian Priest,Dexter Lumis,Yes
5,23-07-2023,Fastlane,Dexter Lumis,Bronson Reed,No
6,30-07-2023,Royal Rumble,Bronson Reed,Damian Priest,Yes
7,06-08-2023,Elimination Chamber,Roderick Strong,Keith Lee,No
8,13-08-2023,WrestleMania,Kyle O'Reilly,Gunther,Yes
9,20-08-2023,Backlash,Pete Dunne,Walter,No
10,27-08-2023,Money in the Bank,Ilja Dragunov,Ilja Dragunov,Yes
11,03-09-2023,SummerSlam,Walter,Pete Dunne,No
12,10-09-2023,Survivor Series,Gunther,Kyle O'Reilly,Yes
13,17-09-2023,Extreme Rules,Jinder Mahal,Shelton Benjamin,No
14,24-09-2023,Hell in a Cell,R-Truth,Cedric Alexander,Yes
15,01-10-2023,Fastlane,Titus O'Neil,Titus O'Neil,No
16,08-10-2023,Royal Rumble,Cedric Alexander,R-Truth,Yes
17,15-10-2023,Elimination Chamber,Shelton Benjamin,Jinder Mahal,No
18,22-10-2023,WrestleMania,The Miz,Elias,Yes
19,29-10-2023,Backlash,Morrison,Matt Hardy,No
20,05-11-2023,Money in the Bank,Jeff Hardy,Jeff Hardy,Yes
21,01-01-2023,Royal Rumble,John Cena,AJ Styles,Yes
22,08-01-2023,Elimination Chamber,Roman Reigns,Seth Rollins,No
23,15-01-2023,WrestleMania,Brock Lesnar,Roman Reigns,Yes
24,22-01-2023,Backlash,Seth Rollins,Brock Lesnar,No
25,29-01-2023,Money in the Bank,Randy Orton,John Cena,Yes
26,05-02-2023,SummerSlam,AJ Styles,Bobby Lashley,No
27,12-02-2023,Survivor Series,Edge,Kevin Owens,Yes
28,19-02-2023,Extreme Rules,Drew McIntyre,Drew McIntyre,No
29,26-02-2023,Hell in a Cell,Kevin Owens,Edge,Yes
30,05-03-2023,Fastlane,Bobby Lashley,Randy Orton,No
31,12-03-2023,Royal Rumble,Charlotte Flair,Naomi,Yes
32,19-03-2023,Elimination Chamber,Becky Lynch,Asuka,No
33,26-03-2023,WrestleMania,Sasha Banks,Bayley,Yes
34,02-04-2023,Backlash,Bayley,Sasha Banks,No
35,09-04-2023,Money in the Bank,Asuka,Shayna Baszler,Yes
36,16-04-2023,SummerSlam,Shayna Baszler,Liv Morgan,No
37,23-04-2023,Survivor Series,Nia Jax,Nia Jax,Yes
38,30-04-2023,Extreme Rules,Rhea Ripley,Rhea Ripley,No
39,07-05-2023,Hell in a Cell,Liv Morgan,Becky Lynch,Yes
40,14-05-2023,Fastlane,Naomi,Charlotte Flair,No
41,21-05-2023,Royal Rumble,Finn Balor,Ricochet,Yes
42,28-05-2023,Elimination Chamber,Kofi Kingston,Xavier Woods,No
43,04-06-2023,WrestleMania,Big E,Big E,Yes
44,11-06-2023,Backlash,Xavier Woods,Kofi Kingston,No
45,18-06-2023,Money in the Bank,Ricochet,Finn Balor,Yes
46,25-06-2023,SummerSlam,Aleister Black,Velveteen Dream,No
47,02-07-2023,Survivor Series,Tommaso Ciampa,Johnny Gargano,Yes
48,09-07-2023,Extreme Rules,Johnny Gargano,Tommaso Ciampa,No
49,16-07-2023,Hell in a Cell,Adam Cole,Aleister Black,Yes
50,23-07-2023,Fastlane,Velveteen Dream,Adam Cole,No
1,30-07-2023,Royal Rumble,Keith Lee,Roderick Strong,Yes
2,06-08-2023,Elimination Chamber,Damian Priest,Dexter Lumis,No
3,13-08-2023,WrestleMania,Dexter Lumis,Bronson Reed,Yes
4,20-08-2023,Backlash,Bronson Reed,Damian Priest,No
5,27-08-2023,Money in the Bank,Roderick Strong,Keith Lee,Yes
6,03-09-2023,SummerSlam,Kyle O'Reilly,Gunther,No
7,10-09-2023,Survivor Series,Pete Dunne,Walter,Yes
8,17-09-2023,Extreme Rules,Ilja Dragunov,Ilja Dragunov,No
9,24-09-2023,Hell in a Cell,Walter,Pete Dunne,Yes
10,01-10-2023,Fastlane,Gunther,Kyle O'Reilly,No
11,08-10-2023,Royal Rumble,Jinder Mahal,Shelton Benjamin,Yes
12,15-10-2023,Elimination Chamber,R-Truth,Cedric Alexander,No
13,22-10-2023,WrestleMania,Titus O'Neil,Titus O'Neil,Yes
14,29-10-2023,Backlash,Cedric Alexander,R-Truth,No
15,05-11-2023,Money in the Bank,Shelton Benjamin,Jinder Mahal,Yes
16,01-01-2023,Royal Rumble,The Miz,Elias,Yes
17,08-01-2023,Elimination Chamber,Morrison,Matt Hardy,No
18,15-01-2023,WrestleMania,Jeff Hardy,Jeff Hardy,Yes
19,22-01-2023,Backlash,John Cena,AJ Styles,No
20,29-01-2023,Money in the Bank,Roman Reigns,Seth Rollins,Yes
21,05-02-2023,SummerSlam,Brock Lesnar,Roman Reigns,No
22,12-02-2023,Survivor Series,Seth Rollins,Brock Lesnar,Yes
23,19-02-2023,Extreme Rules,Randy Orton,John Cena,No
24,26-02-2023,Hell in a Cell,AJ Styles,Bobby Lashley,Yes
25,05-03-2023,Fastlane,Edge,Kevin Owens,No
26,12-03-2023,Royal Rumble,Drew McIntyre,Drew McIntyre,Yes
27,19-03-2023,Elimination Chamber,Kevin Owens,Edge,No
28,26-03-2023,WrestleMania,Bobby Lashley,Randy Orton,Yes
29,02-04-2023,Backlash,Charlotte Flair,Naomi,No
30,09-04-2023,Money in the Bank,Becky Lynch,Asuka,Yes
31,16-04-2023,SummerSlam,Sasha Banks,Bayley,No
32,23-04-2023,Survivor Series,Bayley,Sasha Banks,Yes
33,30-04-2023,Extreme Rules,Asuka,Shayna Baszler,No
34,07-05-2023,Hell in a Cell,Shayna Baszler,Liv Morgan,Yes
35,14-05-2023,Fastlane,Nia Jax,Nia Jax,No
36,21-05-2023,Royal Rumble,Rhea Ripley,Rhea Ripley,Yes
37,28-05-2023,Elimination Chamber,Liv Morgan,Becky Lynch,No
38,04-06-2023,WrestleMania,Naomi,Charlotte Flair,Yes
39,11-06-2023,Backlash,Finn Balor,Ricochet,No
40,18-06-2023,Money in the Bank,Kofi Kingston,Xavier Woods,Yes
41,25-06-2023,SummerSlam,Big E,Big E,No
42,02-07-2023,Survivor Series,Xavier Woods,Kofi Kingston,Yes
43,09-07-2023,Extreme Rules,Ricochet,Finn Balor,No
44,16-07-2023,Hell in a Cell,Aleister Black,Velveteen Dream,Yes
45,23-07-2023,Fastlane,Tommaso Ciampa,Johnny Gargano,No
46,30-07-2023,Royal Rumble,Johnny Gargano,Tommaso Ciampa,Yes
47,06-08-2023,Elimination Chamber,Adam Cole,Aleister Black,No
48,13-08-2023,WrestleMania,Velveteen Dream,Adam Cole,Yes
49,20-08-2023,Backlash,Keith Lee,Roderick Strong,No
50,27-08-2023,Money in the Bank,Damian Priest,Dexter Lumis,Yes
1,03-09-2023,SummerSlam,Dexter Lumis,Bronson Reed,No
2,10-09-2023,Survivor Series,Bronson Reed,Damian Priest,Yes
3,17-09-2023,Extreme Rules,Roderick Strong,Keith Lee,No
4,24-09-2023,Hell in a Cell,Kyle O'Reilly,Gunther,Yes
5,01-10-2023,Fastlane,Pete Dunne,Walter,No
6,08-10-2023,Royal Rumble,Ilja Dragunov,Ilja Dragunov,Yes
7,15-10-2023,Elimination Chamber,Walter,Pete Dunne,No
